1;7,1;0,86
2;7,8;1,47
3;5,3;2,05
4;4,3;2,43
5;3,6;2,8
6;3,2;3,07
7;2,9;3,31
8;2,8;3,39
9;2,8;3,39
10;2,7;3,49
11;2,6;3,58
12;2,5;3,69
13;2,5;3,69
14;2,4;3,79
15;2,4;3,79
16;2,4;3,79
17;2,4;3,79
18;2,4;3,79
19;2,4;3,79
20;2,4;3,79
